,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
821,Capt. John,1,"Do not buy, card failed on the third usage.  Kicker not to my favoris you only have about 2 months to return this card for a full refund.Then, it's a pro rated rated deal when you send it back to Amamzon inLexington, KY.The failed card was in a GoPro White Edition. Needless to say, a camera thatwas purchased for summer outdoor usage in November is going to sit for quite awhile before you have time to get your money back.  Card sat all winter and failedtowards the end of April.  6 months lag to get a decent, even pro rated refund.Out of all the items I bought from Amazon this is my only bad experience.64 gigs crammed on a tiny micro SD card is too much.  I'll stick with thesmaller 32 gigs until this technology is meant to last.Refund Update, once again Amazon did the right thing anbd refunded full purchase pricefor the dead 64 gig.  Amazon is where I shop for 2 reasons.  1. I live 50 miles frombig box stores and 2. they ALWAYS make things right with no muss ...no fuss.I replaced the dead card with Amazon brand Micro 32 gig SD micro card.I have purchased Amazon branded SD cards before and they work just as good as any.Not to mention the cost savings.",05-10-2013,429,1,0,1,1,1,0.206549314
822,car992,5,So far have not had any problems with the card.  Our movies have been great.  Beautiful color. Very clear and bright pictures.,05-03-2014,278,0,0,0,0,0,0
823,carco,5,great price and just what i needed i would recomend this product i think all scan disk products are good,04-12-2013,369,0,0,0,0,0,0
824,Carefree Dude,5,"I slipped this into my smartphone. Lots of space for photos, and movies on the go at a great price.",22-07-2013,504,0,0,0,0,0,0
825,Careful shopper,5,"No problems encountered and seems perfectly compatable with the S4...  Can't even tell when you are using something off the card or off the phones internal memory.Note that up to 32GB it requires the HC cards,  from there to 64GB it requires the XC version.Happy with this purchase so far.",14-12-2013,359,0,0,0,0,0,0
826,"Carey L. Eddins ""dsgnce""",5,perfect addition to the Microsoft Surface i purchase for my daughter.  quick and has worked well so far.  SanDisk is a reputable brand.,26-12-2013,347,0,0,0,0,0,0
827,Caribbean Girl,5,looking for a good memory card then this is it. Its fast and it works flaw less with my Samsung tab 3,15-05-2014,207,0,0,0,0,0,0
828,Carl Crampton,5,"Works perfectly in my new phone. Great price and it was delivered on time and in good shape. I've never had any trouble with SanDisk, so I'd recommend it to anyone.",11-09-2013,453,0,0,0,0,0,0
829,"Carl F. Otto ""Carl Otto""",5,"Good product, no problems. I have this installed in my Samsung Galexy III. works well even in super HD video.",14-01-2013,693,0,0,0,0,0,0
830,Carl,5,"At the time, this was one of the best you can get.  Even now, at UHS-1, you will be doing better than the older, slower chips.  The form factor is handy for products which can take the Micro SD.",12-01-2013,695,1,0,1,1,1,0.206549314
831,"Carlitos ""The One""",5,It does what it is supposed to do and is pretty fast.  Sandisk is a great company when it comes to flash memory,10-02-2013,666,0,0,0,0,0,0
832,carlos4nyc,5,"This Micro SD card is solid and has a great performance. It's really a fast reading SD Card, I would say 4 times faster than any previous cards I had in the past. Once I placed the card in my phone, and I turned it on, you could see the difference. Every application I have in my cell phone that is in my SD card, works really flawlessly. A great product, very solid performance.",21-10-2012,778,1,0,1,1,1,0.206549314
833,Carlos A. de Souza,5,Sandisk is far away the best memory card ever.I used to this brand because it never fails.The future of this kind is eternal.,01-12-2014,7,0,0,0,0,0,0
834,Carlos Bernardo Delgado Virgen,1,"I get randomly error messages with my nokia808, ""disk error-"" and the card stops working, its so, so sad.. I bought a cheap 8gb micro sd class 4 that works better than this :(",15-01-2013,692,0,0,0,0,0,0
835,Carlos Cirilo,5,Does the job. No complaints so far.,07-04-2014,245,0,0,0,0,0,0
836,Carlos Cruz,5,Will have to buy a couple of more since I plan on using them to store my dive recordings from hero pro 2 with the adapter.,20-06-2013,536,0,0,0,0,0,0
837,"Carlos Duarte ""Carlos L Duarte""",5,Works perfect on Samsung Galaxy S4... memory is fast and didn't get any unmount problem mentioned on previous reviews... my model number is GT-I9500 and version is 4.2.2,25-12-2013,348,0,0,0,0,0,0
838,"Carlos E. Portillo ""dreamer79""",4,This is big and fast for me. I prefer having this side so I wont run out of space and the speed of 32+/- is all I need anyways.  Highly recommend it.,06-12-2014,2,0,0,0,0,0,0
839,Carlos F.,5,"All is fine with this memory. It works very well with my Smartphone, very fast communication with my pics and videos. Good purchase!!! The product arrived on time too.",24-02-2014,287,0,0,0,0,0,0
840,Carlos Gonzales,1,"I wish I could say this card was great. Been waiting for it for around a year and a half whilst using the 64GB one (also SanDisk) which never gave me issues; sadly I lost it. This card confused the heck out of me. I used it on my S4 and first off, it wouldn't recognize it. Tried it on my gf's S4 and same problem.Apparently it comes formatted as exFAT and thought maybe reformatting it as FAT32 would solve the problem. Well I thought it did since my phone finally recognized it upon inserting it. A new problem arose, though. I started taking pictures to try it out and odd thing was some of the pictures became corrupted. Not even viewable on the phone seconds after taking them. Some worked, others not.Later on, I restarted my phone for some reason or other. A while later I wanted to check the pictures again and, surprise surprise, everything was gone. I'd find out later that every time I restarted my phone everything on the card was being deleted. Tried it on my gf's phone and same thing happened.Tried reformatting again as FAT32 using GParted (couldn't hurt) and it just throws errors upon starting the write sequence.Too bad I can't return it as I had it shipped to me in Guatemala. So that's $119 down the toilet. I have to buy a new one now, but I think I'll go for the new Samsung EVO ones (although they don't offer a 128GB model as of this writing - bummer).",23-05-2014,199,1,0,1,1,1,0.206549314
841,Carlos,5,"I got this card for my sony action cam, and it is the best memory card, it work fast and process eveything fast, I recomend this",29-05-2013,558,0,0,0,0,0,0
842,Carlos,5,"I use this on my Galaxy S3 and Sony Action Cam, and it works perfectly, never had any issues with it and i find that for any action cam this is a pretty solid sorage ammount.",23-03-2014,260,0,0,0,0,0,0
843,Carlos,3,"It may be that the internal SD slot of the 2012 Mac Book Air is not too fast perhaps?  I am very disappointed that I can only achieve 4-9 MB/s of write/read speed.  Makes me remember speeds of 5 years ago.  Again, this may be the computer's fault, but I am not too happy...",16-08-2012,844,1,1,2,0,0.5,0.094531206
844,"Carlos Luna ""Chalymoon""",5,"I am very happy with this micro sd, I'm using a galaxy note 10.1 and the truth is very fast, copies files quickly.",12-01-2013,695,0,0,0,0,0,0
845,Carlos Maldonado,5,Very nice product. The memory works perfectly and it is exactly what i was waiting for. I recommend it 100%,12-09-2013,452,0,0,0,0,0,0
846,Carlos M,5,"As I just mentioned, it is both fast and efficient.  After several months of use in both my laptop and 7 inch Galaxy Tab 2, it has displayed exceptional speed and no loss of data.  I highly recommend this card for use in computing devices and/or tablets.",03-10-2013,431,0,0,0,0,0,0
847,Carlos O Otero Reyes,5,as fast as amazon prime 2 day shipping...its rocking inside my samsung galaxy s4! plug and play fun!now i have all the space i need with all the speed i want!,18-06-2013,538,0,0,0,0,0,0
848,"Carlos Reyes ""Los""",5,No problems with the card what so ever. Bought it for a new tablet just plugged it in and started to move files to it in a second.,28-07-2013,498,0,0,0,0,0,0
849,carlos rivero,5,This is my favorite memory card brand. I have mani more in other devices. Also very reliable for keep&iacute;ng your data safe,03-08-2014,127,0,0,0,0,0,0
850,Carmen R Brown,5,"Fast, great storage. We used this SD card for a new Samsung Galaxy S5. Works like a dream. Well formatted and fast. I would recommend this product to anyone who need a high gb sd card. The added on sd adapter is a nice plus and comes in handy for pc transfers.",28-04-2014,224,0,0,0,0,0,0
851,"Carnagie Thornhill ""bungalowjoe""",5,The ability of something so small to hold so much information is somewhat overwhelming but true.I use this one in my DOD DashCam and it works great. Highly recommend to all.,29-07-2013,497,0,0,0,0,0,0
852,Carnegie,5,Very fast transfer speeds and it feels like it is very good build quality. Great price too and would recommend.,01-07-2013,525,0,0,0,0,0,0
853,Carnivore,5,Got for my Samsung Galaxy Tab2 7.0 . Plugged it in and it works.That is about all there is to it.,29-01-2013,678,0,0,0,0,0,0
854,Carolyn,4,"So far its been fine, no problems other than when installed phone only read 59.45GB instead of the 64 GB, thats the reason I'm only giving it 4 stars.  If anyone can give me a answer why it only read 59 instead of the 64 please let me know!",23-02-2014,288,0,0,0,0,0,0
855,Carrie P Baer,5,Very quick and no problems what so ever. A great storage platform and works great in both my Lenovo tablet and my Samsung phone. I would recommend this to anyone =),23-06-2013,533,0,0,0,0,0,0
856,C. A. Snow,4,"Bought it for my tablet.  it works well, and it has been working now for about 6 months.  I have no complaints.",09-05-2013,578,0,0,0,0,0,0
857,Casper Chauncey,5,"I bought a bunch of these for many many hours use with hi-res video cameras and every one has been fast and flawless.Plus, if you get more than one like me, you might want a way to keep track of which is which. Notice there is a small blank area in the red to the right of the SanDisk name. You can write a number there with a fine tip marker. Don't try that on one of those solid black chips!",15-12-2013,358,0,0,0,0,0,0
858,castle,5,Wonderful card and performs fast and efficient. I use it with my Samsung Galaxie S3 with no problems. Love the hjgh caparcity it offers and reliability of SanDisk,12-09-2013,452,0,0,0,0,0,0
859,Cat Cat,4,"I cannot say if it's the SD card or the phone, but google sez it's the phone. Put your MP3s on this card for your Galaxy S3, and the result is a jumble of corrupted files. Yep, that's what I got. So, in fairness to SanDisk, I gave this card 4 stars, and a suggestion to y'all out there, get the 16gb card for your S3 instead.",07-07-2013,519,0,0,0,0,0,0
860,catchemall447,4,Previously purchased two ADATA microsd cards one which never worked and one which failed on the second boot.So far no problems with tht sansdisk chip.,09-12-2012,729,0,0,0,0,0,0
861,Cat Daddy,4,"The advertisement calls this card a ""class 10"" card however I was not able to get ""class 10"" speeds with this card. SD cards seem to be MUCH faster at read/write then microSD cards. I get about 10MB/s write speed when copying a file to my SD card through my phone USB cable. I get the same transfer rate when in an adapter. These small memory cards seem to be very limited on their write speed. Also, this card did heat up some when transferring to it for a long period of time continuously but not too bad...just warm. The read speeds seem to cap out at about 18MB/s but I did see 25MB/s on small files. One thing to note, and this may be by design for this particular card but, this card is super fast when transferring small files but slow at big files so you'll see slower write speeds the longer you write to it with larger files whereas smaller files zip along one at a time at that 10MB/s. I was getting 8.6MB/s when writing a 4.6GB movie file to this card. All in all, this is an excellent card and beyond worth the money for what you get. I love it for my EVO 4G LTE and my previous phone the EVO 4G. The only reason I gave it 4 stars is because it did not perform as advertised at 30MB/s. However, if you are thinking of getting this memory card for an Android phone and don't want to pay big bucks, this is your card. Stop reading and buy it, I'm glad I did.",21-08-2012,839,5,1,6,4,0.833333333,0.436497178
